"Time (s) Run #3","Geiger Counts (counts/sample) Run #3"
2.000,0
4.000,0
6.000,1
8.000,0
10.000,1
12.000,0
14.000,1
16.000,0
18.000,0
20.000,0
22.000,0
24.000,1
26.000,0
28.000,0
30.000,0
